0,1,2,grammared,tled,time
000000573094.jpg,ห้องนั่งเล่นที่เต็มไปด้วยเฟอร์นิเจอร์และต้นคริสต์มาส,a living room filled with furniture and a christmas tree ,,,0.0
000000517069.jpg,ผู้หญิงคนหนึ่งนั่งบนเก้าอี้ในเมือง,a woman sitting on a bench in a city ,,,0.0
000000022396.jpg,เครื่องบินบินบินอยู่บนท้องฟ้า,an airplane is flying in the sky ,เครื่องบินบินอยู่บนท้องฟ้า,เครื่องบินกำลังบินอยู่ในท้องฟ้า,1.7296147346496582
000000329542.jpg,ขนมเค้กกับกระเทียมและกระเทียมบนคาน,a cupcake with frosting and sprinkles on a counter ,,,0.0
000000135872.jpg,โต๊ะทํางานที่มีจอคอมพิวเตอร์ คีย์บอร์ดและหนู,"a desk with a computer monitor, keyboard and mouse ",โต๊ะทำงานที่มีจอคอมพิวเตอร์ คีย์บอร์ด และหนู,โต๊ะที่มีจอคอมพิวเตอร์ คีย์บอร์ด และเมาส์,2.3476722240448
000000372819.jpg,สุนัขไล่ล่ากลุ่มสุนัขด้วยสาย,a dog chasing a group of dogs on a leash ,,,0.0
000000306733.jpg,"ห้องน้ํา พร้อมถ้วยน้ํา, สระน้ํา, กระจกและผ้าม่านน้ํา","a bathroom with a tub, sink, mirror and shower curtain ",ห้องน้ํามีถ้วยน้ํา สระน้ํา กระจก และผ้าม่าน,ห้องน้ำที่มีอ่างอาบน้ำ อ่างล้างหน้า ผ้าม่านอาบน้ำ,3.1778762340545654
000000249025.jpg,ถ้วยแก้วที่เต็มไปด้วยดอกไม้สีชมพูบนโต๊ะ,a glass vase filled with pink flowers on a table ,,,0.0
000000367818.jpg,ผู้หญิงที่ยืนอยู่ข้างม้าสีน้ําตาล ในสนามหญ้า,a woman standing next to a brown horse in a grassy field ,ผู้หญิงที่ยืนอยู่ข้างม้าสีน้ำตาลในสนามหญ้า,ผู้หญิงคนหนึ่งยืนอยู่ข้างหน้าม้าสีน้ำตาลในทุ่งหญ้า,2.8292229175567627
000000248631.jpg,คอมพิวเตอร์เล็ปท็อป ที่นั่งบนโต๊ะ,a laptop computer sitting on top of a desk ,,,0.0
000000078420.jpg,แมวที่นอนอยู่ข้างๆคอมพิวเตอร์เล็ปท็อป,a cat laying next to a laptop computer ,แมวนอนอยู่ข้างคอมพิวเตอร์เล็ปทอป,แมวนอนข้างๆ คอมพิวเตอร์,2.005211114883423
000000377588.jpg,นักเล่นเบสบอลที่โยนบอลบนสนาม,a baseball player pitching a ball on top of a field ,,,0.0
000000219485.jpg,หน้าต่างที่เปิดอยู่ข้างหน้าบ้าน,a window that is open in front of a house ,หน้าต่างที่เปิดอยู่ข้างหน้าบ้าน,หน้าต่างที่เปิดอยู่ข้างหน้าบ้าน,1.684161901473999
000000130465.jpg,อาคารที่มีนาฬิกาอยู่ด้านหน้า,a building with a clock on the front of it ,,,0.0
000000414133.jpg,ป้ายหยุดที่มุมถนน,a stop sign on the corner of a street ,ป้ายหยุดที่มุมถนน,ป้ายหยุดรถที่มุมถนน,1.6061182022094727
000000112378.jpg,ก้อนกล้วยนั่งบนเก้าอี้ที่หน้าต้นปาล์ม,bunches of bananas sit on a bench in front of a palm tree ,,,0.0
000000226111.jpg,"ป้ายที่บอกว่า ไม่มีที่จอดรถ"" บนถนน""","a sign that says no parking"" on a street ""","ป้ายที่บอกว่า ""ไม่มีที่จอดรถในถนน""","""ไม่มีที่จอดรถ"" บนถนน",2.1735329627990723
000000203488.jpg,เครื่องจอดรถที่นั่งอยู่ข้างต้นไม้,a parking meter sitting next to a tree ,,,0.0
000000434996.jpg,แมวที่นอนบนผ้าห่ม ใกล้กับสัตว์ที่ใส่ผ้าห่ม,a cat sleeping on a blanket next to a bunch of stuffed animals ,แมวนอนบนผ้าห่ม ใกล้กับสัตว์ที่ใส่ผ้าห่ม,แมวนอนหลับอยู่บนผ้าห่มใกล้กับตุ๊กตาตัวต่าง ๆ,2.832226514816284
000000142324.jpg,ชายขับมอเตอร์ไซค์ลงถนนที่มีคนเยอะๆ,a man riding a motorcycle down a busy street ,,,0.0
000000311295.jpg,แกะเจเบร่าที่ยืนอยู่บนสนามที่หญ้าหญ้าหญ้า หญ้าหญ้า,a herd of zebra standing on top of a dry grass covered field ,,,0.0
000000167353.jpg,นาฬิกาที่อยู่บนผนังในห้อง,a clock that is on the wall in a room ,,,0.0
000000564336.jpg,คนที่นั่งที่โต๊ะในร้านอาหาร,a person sitting at a table in a restaurant ,คนที่นั่งอยู่ที่โต๊ะในร้านอาหาร,คนคนหนึ่งนั่งที่โต๊ะในร้านอาหาร,2.0407347679138184
000000457848.jpg,รถจักรยานยนต์อยู่แถวบนถนน,motorcycles are lined up on a street ,,,0.0
000000493566.jpg,รถไฟที่นั่งบนรถไฟ,a train that is sitting on a train track ,รถไฟที่นั่งบนรถไฟ,รถไฟที่นั่งบนรางรถไฟ,1.609178066253662
